Day,Timestamp,Value
Wednesday,2025-09-03 14:38:25.246937,0.17635
Wednesday,2025-09-03 14:38:25.474415,0.17635
Wednesday,2025-09-03 14:38:25.709092,0.17635
Wednesday,2025-09-03 14:38:25.948411,0.17633
Wednesday,2025-09-03 14:38:26.198519,0.17632
Wednesday,2025-09-03 14:38:26.628930,0.17834
Wednesday,2025-09-03 14:38:26.846854,0.17824
Wednesday,2025-09-03 14:38:27.061418,0.17824
Wednesday,2025-09-03 14:38:27.274899,0.17824
Wednesday,2025-09-03 14:38:27.709451,0.17632
Wednesday,2025-09-03 14:38:27.914339,0.17632
Wednesday,2025-09-03 14:38:28.107653,0.17632
Wednesday,2025-09-03 14:38:28.373727,0.17832
Wednesday,2025-09-03 14:38:28.802623,0.17824
Wednesday,2025-09-03 14:38:29.032893,0.17832
Wednesday,2025-09-03 14:38:29.254124,0.17632
Wednesday,2025-09-03 14:38:29.742019,0.17828
Wednesday,2025-09-03 14:38:29.969756,0.17828
Wednesday,2025-09-03 14:38:30.170680,0.17828
Wednesday,2025-09-03 14:38:30.616845,0.17822
Wednesday,2025-09-03 14:38:30.832639,0.17622
Wednesday,2025-09-03 14:38:31.050464,0.17825
Wednesday,2025-09-03 14:38:31.265522,0.17825
Wednesday,2025-09-03 14:38:31.465059,0.17825
Wednesday,2025-09-03 14:38:31.663786,0.17825
Wednesday,2025-09-03 14:38:31.867776,0.17825
Wednesday,2025-09-03 14:38:32.102268,0.17825
Wednesday,2025-09-03 14:38:32.301384,0.17825
Wednesday,2025-09-03 14:38:32.510459,0.17825
Wednesday,2025-09-03 14:38:32.720592,0.17825
Wednesday,2025-09-03 14:38:32.927135,0.17825
Wednesday,2025-09-03 14:38:33.136817,0.17825
Wednesday,2025-09-03 14:38:33.337382,0.17825
Wednesday,2025-09-03 14:38:33.548610,0.17825
Wednesday,2025-09-03 14:38:33.775196,0.17825
Wednesday,2025-09-03 14:38:33.994491,0.17825
Wednesday,2025-09-03 14:38:34.353669,0.17825
Wednesday,2025-09-03 14:38:34.581933,0.17825
Wednesday,2025-09-03 14:38:34.797938,0.17825
Wednesday,2025-09-03 14:38:35.004001,0.17825
Wednesday,2025-09-03 14:38:35.202513,0.17825
Wednesday,2025-09-03 14:38:35.605396,0.17823
Wednesday,2025-09-03 14:38:35.838491,0.17823
Wednesday,2025-09-03 14:38:36.062217,0.17826
Wednesday,2025-09-03 14:38:36.278194,0.17826
Wednesday,2025-09-03 14:38:36.500062,0.17625
Wednesday,2025-09-03 14:38:36.718879,0.17825
Wednesday,2025-09-03 14:38:37.155111,0.17819
Wednesday,2025-09-03 14:38:37.365928,0.17619
Wednesday,2025-09-03 14:38:37.575288,0.17619
Wednesday,2025-09-03 14:38:37.793575,0.17619
Wednesday,2025-09-03 14:38:38.031883,0.17816
Wednesday,2025-09-03 14:38:38.254359,0.17616
Wednesday,2025-09-03 14:38:38.472312,0.17618
Wednesday,2025-09-03 14:38:38.685218,0.17818
Wednesday,2025-09-03 14:38:38.909722,0.17818
Wednesday,2025-09-03 14:38:39.134614,0.17816
Wednesday,2025-09-03 14:38:39.356949,0.17616
Wednesday,2025-09-03 14:38:39.612348,0.17817
Wednesday,2025-09-03 14:38:39.840469,0.17817
Wednesday,2025-09-03 14:38:40.080873,0.17817
Wednesday,2025-09-03 14:38:40.283583,0.17817
Wednesday,2025-09-03 14:38:40.504077,0.17820
Wednesday,2025-09-03 14:38:40.725762,0.17821
Wednesday,2025-09-03 14:38:41.961171,0.17822
Wednesday,2025-09-03 14:38:42.183007,0.17623
Wednesday,2025-09-03 14:38:42.400516,0.17623
Wednesday,2025-09-03 14:38:42.613692,0.17623
Wednesday,2025-09-03 14:38:42.811006,0.17623
Wednesday,2025-09-03 14:38:43.021416,0.17623
Wednesday,2025-09-03 14:38:43.218041,0.17623
Wednesday,2025-09-03 14:38:43.624755,0.17835
Wednesday,2025-09-03 14:38:43.837061,0.17636
Wednesday,2025-09-03 14:38:44.068284,0.17839
Wednesday,2025-09-03 14:38:44.286015,0.17639
Wednesday,2025-09-03 14:38:45.466792,0.17637
Wednesday,2025-09-03 14:38:45.694910,0.17636
Wednesday,2025-09-03 14:38:45.912574,0.17636
Wednesday,2025-09-03 14:38:46.130876,0.17636
Wednesday,2025-09-03 14:38:46.351843,0.17637
Wednesday,2025-09-03 14:38:46.571009,0.17838
Wednesday,2025-09-03 14:38:46.787465,0.17638
Wednesday,2025-09-03 14:38:46.999293,0.17640
Wednesday,2025-09-03 14:38:48.049023,0.17637
Wednesday,2025-09-03 14:38:48.271746,0.17837
Wednesday,2025-09-03 14:38:48.466425,0.17837
Wednesday,2025-09-03 14:38:48.674629,0.17837
Wednesday,2025-09-03 14:38:49.100630,0.17639
Wednesday,2025-09-03 14:38:49.306808,0.17639
Wednesday,2025-09-03 14:38:49.533940,0.17640
Wednesday,2025-09-03 14:38:50.631562,0.17844
Wednesday,2025-09-03 14:38:52.504481,0.17647
Wednesday,2025-09-03 14:38:52.727162,0.17847
Wednesday,2025-09-03 14:38:52.950858,0.17847
Wednesday,2025-09-03 14:38:53.160091,0.17847
Wednesday,2025-09-03 14:38:53.365945,0.17847
Wednesday,2025-09-03 14:38:53.584631,0.17847
Wednesday,2025-09-03 14:38:53.803472,0.17847
Wednesday,2025-09-03 14:38:54.011232,0.17644
Wednesday,2025-09-03 14:38:55.226259,0.17846
Wednesday,2025-09-03 14:38:55.438391,0.17846
Wednesday,2025-09-03 14:38:55.652311,0.17846
Wednesday,2025-09-03 14:38:55.870259,0.17846
Wednesday,2025-09-03 14:38:56.134086,0.17842
Wednesday,2025-09-03 14:38:56.367445,0.17642
Wednesday,2025-09-03 14:38:56.559673,0.17642
Wednesday,2025-09-03 14:38:56.760825,0.17642
Wednesday,2025-09-03 14:38:56.995052,0.17640
Wednesday,2025-09-03 14:38:57.249282,0.17840
Wednesday,2025-09-03 14:38:57.472336,0.17840
Wednesday,2025-09-03 14:38:57.669138,0.17840
Wednesday,2025-09-03 14:38:57.877410,0.17840
Wednesday,2025-09-03 14:38:58.076371,0.17840
Wednesday,2025-09-03 14:38:58.276006,0.17840
Wednesday,2025-09-03 14:38:58.492040,0.17837
Wednesday,2025-09-03 14:38:58.951958,0.17637
Wednesday,2025-09-03 14:38:59.152577,0.17838
Wednesday,2025-09-03 14:38:59.361809,0.17638
Wednesday,2025-09-03 14:38:59.576741,0.17638
Wednesday,2025-09-03 14:38:59.828063,0.17638
Wednesday,2025-09-03 14:39:00.080939,0.17639
Wednesday,2025-09-03 14:39:00.304211,0.17639
Wednesday,2025-09-03 14:39:00.531141,0.17639
Wednesday,2025-09-03 14:39:00.762646,0.17639
Wednesday,2025-09-03 14:39:01.008650,0.17639
Wednesday,2025-09-03 14:39:01.208365,0.17639
Wednesday,2025-09-03 14:39:01.411111,0.17639
Wednesday,2025-09-03 14:39:01.634229,0.17639
Wednesday,2025-09-03 14:39:01.854717,0.17639
Wednesday,2025-09-03 14:39:02.058293,0.17639
Wednesday,2025-09-03 14:39:02.262596,0.17639
Wednesday,2025-09-03 14:39:02.505825,0.17639
Wednesday,2025-09-03 14:39:02.719912,0.17639
Wednesday,2025-09-03 14:39:02.945397,0.17638
Wednesday,2025-09-03 14:39:03.179451,0.17837
Wednesday,2025-09-03 14:39:03.409056,0.17837
Wednesday,2025-09-03 14:39:03.633255,0.17837
Wednesday,2025-09-03 14:39:03.856658,0.17837
Wednesday,2025-09-03 14:39:04.079888,0.17837
Wednesday,2025-09-03 14:39:04.300054,0.17837
Wednesday,2025-09-03 14:39:04.539716,0.17837
Wednesday,2025-09-03 14:39:04.760459,0.17837
Wednesday,2025-09-03 14:39:05.038052,0.17842
Wednesday,2025-09-03 14:39:06.200741,0.17847
Wednesday,2025-09-03 14:39:06.426519,0.17643
Wednesday,2025-09-03 14:39:06.634489,0.17638
Wednesday,2025-09-03 14:39:06.847890,0.17837
Wednesday,2025-09-03 14:39:07.059764,0.17837
Wednesday,2025-09-03 14:39:07.288498,0.17837
Wednesday,2025-09-03 14:39:07.519388,0.17637
Wednesday,2025-09-03 14:39:07.742638,0.17638
Wednesday,2025-09-03 14:39:07.957291,0.17638
Wednesday,2025-09-03 14:39:08.176373,0.17839
Wednesday,2025-09-03 14:39:09.004276,0.17842
Wednesday,2025-09-03 14:39:09.229717,0.17843
Wednesday,2025-09-03 14:39:11.587439,0.17841
Wednesday,2025-09-03 14:39:12.254732,0.17840
Wednesday,2025-09-03 14:39:12.481863,0.17841
Wednesday,2025-09-03 14:39:16.658576,0.17638
Wednesday,2025-09-03 14:39:16.885193,0.17638
Wednesday,2025-09-03 14:39:17.355977,0.17636
Wednesday,2025-09-03 14:39:17.578154,0.17637
Wednesday,2025-09-03 14:39:17.790090,0.17837
Wednesday,2025-09-03 14:39:18.002624,0.17837
Wednesday,2025-09-03 14:39:18.231359,0.17836
Wednesday,2025-09-03 14:39:18.448206,0.17635
Wednesday,2025-09-03 14:39:19.085845,0.17637
Wednesday,2025-09-03 14:39:19.315320,0.17837
Wednesday,2025-09-03 14:39:19.521140,0.17837
Wednesday,2025-09-03 14:39:19.740005,0.17837
Wednesday,2025-09-03 14:39:19.967919,0.17836
Wednesday,2025-09-03 14:39:20.181743,0.17636
Wednesday,2025-09-03 14:39:20.397469,0.17636
Wednesday,2025-09-03 14:39:20.626285,0.17835
Wednesday,2025-09-03 14:39:20.864724,0.17824
Wednesday,2025-09-03 14:39:21.094052,0.17834
Wednesday,2025-09-03 14:39:21.298722,0.17834
Wednesday,2025-09-03 14:39:21.499848,0.17834
Wednesday,2025-09-03 14:39:21.701240,0.17834
Wednesday,2025-09-03 14:39:21.913495,0.17834
Wednesday,2025-09-03 14:39:22.117801,0.17834
Wednesday,2025-09-03 14:39:22.334274,0.17834
Wednesday,2025-09-03 14:39:22.537374,0.17826
Wednesday,2025-09-03 14:39:22.757358,0.17825
Wednesday,2025-09-03 14:39:22.995781,0.17626
Wednesday,2025-09-03 14:39:23.207571,0.17827
Wednesday,2025-09-03 14:39:23.431951,0.17827
Wednesday,2025-09-03 14:39:23.630265,0.17827
Wednesday,2025-09-03 14:39:23.837392,0.17827
Wednesday,2025-09-03 14:39:24.058146,0.17827
Wednesday,2025-09-03 14:39:24.269044,0.17827
Wednesday,2025-09-03 14:39:24.504149,0.17827
Wednesday,2025-09-03 14:39:24.731476,0.17828
Wednesday,2025-09-03 14:39:24.931866,0.17828
Wednesday,2025-09-03 14:39:25.148016,0.17828
Wednesday,2025-09-03 14:39:25.358469,0.17828
Wednesday,2025-09-03 14:39:25.630410,0.17826
Wednesday,2025-09-03 14:39:26.128817,0.17823
Wednesday,2025-09-03 14:39:26.355582,0.17623
Wednesday,2025-09-03 14:39:26.592907,0.17821
Wednesday,2025-09-03 14:39:27.008561,0.17820
Wednesday,2025-09-03 14:39:27.228052,0.17619
Wednesday,2025-09-03 14:39:27.444868,0.17619
Wednesday,2025-09-03 14:39:28.118723,0.17873
Wednesday,2025-09-03 14:39:28.318970,0.17623
Wednesday,2025-09-03 14:39:28.532084,0.17009
Wednesday,2025-09-03 14:39:28.963217,0.17004
Wednesday,2025-09-03 14:39:29.182903,0.17603
Wednesday,2025-09-03 14:39:29.394665,0.17003
Wednesday,2025-09-03 14:39:29.620345,0.17005
Wednesday,2025-09-03 14:39:29.850501,0.17805
Wednesday,2025-09-03 14:39:30.068029,0.17807
Wednesday,2025-09-03 14:39:30.295086,0.17607
Wednesday,2025-09-03 14:39:30.513972,0.17808
Wednesday,2025-09-03 14:39:30.766659,0.17809
Wednesday,2025-09-03 14:39:31.025645,0.17809
Wednesday,2025-09-03 14:39:31.239370,0.17809
Wednesday,2025-09-03 14:39:31.460191,0.17809
Wednesday,2025-09-03 14:39:31.674267,0.17809
Wednesday,2025-09-03 14:39:31.899303,0.17809
Wednesday,2025-09-03 14:39:32.119713,0.17810
Wednesday,2025-09-03 14:39:32.333983,0.17811
Wednesday,2025-09-03 14:39:32.546800,0.17810
Wednesday,2025-09-03 14:39:32.782684,0.17610
Wednesday,2025-09-03 14:39:32.989269,0.17610
Wednesday,2025-09-03 14:39:33.215078,0.17610
Wednesday,2025-09-03 14:39:33.461458,0.17610
Wednesday,2025-09-03 14:39:33.900808,0.17808
Wednesday,2025-09-03 14:39:34.101952,0.17808
Wednesday,2025-09-03 14:39:34.303604,0.17808
Wednesday,2025-09-03 14:39:34.521028,0.17808
Wednesday,2025-09-03 14:39:34.720244,0.17808
Wednesday,2025-09-03 14:39:34.908966,0.17808
Wednesday,2025-09-03 14:39:35.115103,0.17808
Wednesday,2025-09-03 14:39:35.335410,0.17808
Wednesday,2025-09-03 14:39:35.801116,0.17613
Wednesday,2025-09-03 14:39:37.502828,0.17810
Wednesday,2025-09-03 14:39:37.754864,0.17807
Wednesday,2025-09-03 14:39:37.963465,0.17607
Wednesday,2025-09-03 14:39:38.205003,0.17607
Wednesday,2025-09-03 14:39:38.405829,0.17607
Wednesday,2025-09-03 14:39:38.619695,0.17607
Wednesday,2025-09-03 14:39:38.816496,0.17607
Wednesday,2025-09-03 14:39:39.018842,0.17607
Wednesday,2025-09-03 14:39:39.218379,0.17607
Wednesday,2025-09-03 14:39:39.423376,0.17607
Wednesday,2025-09-03 14:39:39.633538,0.17607
Wednesday,2025-09-03 14:39:39.849278,0.17607
Wednesday,2025-09-03 14:39:40.073635,0.17806
Wednesday,2025-09-03 14:39:40.306579,0.17805
Wednesday,2025-09-03 14:39:40.768810,0.17801
Wednesday,2025-09-03 14:39:41.020310,0.17001
Wednesday,2025-09-03 14:39:41.270758,0.17001
Wednesday,2025-09-03 14:39:41.743367,0.17803
Wednesday,2025-09-03 14:39:42.548047,0.17802
Wednesday,2025-09-03 14:39:42.757435,0.17001
Wednesday,2025-09-03 14:39:42.981447,0.17001
Wednesday,2025-09-03 14:39:43.417769,0.17806
Wednesday,2025-09-03 14:39:43.635612,0.17007
Wednesday,2025-09-03 14:39:45.151193,0.17006
Wednesday,2025-09-03 14:39:45.365806,0.17806
Wednesday,2025-09-03 14:39:45.601343,0.17807
Wednesday,2025-09-03 14:39:46.041598,0.17607
Wednesday,2025-09-03 14:39:46.302643,0.17807
Wednesday,2025-09-03 14:39:46.769633,0.17820
Wednesday,2025-09-03 14:39:46.983641,0.17820
Wednesday,2025-09-03 14:39:47.196842,0.17820
Wednesday,2025-09-03 14:39:47.420819,0.17820
Wednesday,2025-09-03 14:39:47.834155,0.17817
Wednesday,2025-09-03 14:39:48.738736,0.17817
Wednesday,2025-09-03 14:39:48.952340,0.17817
Wednesday,2025-09-03 14:39:49.167057,0.17615
Wednesday,2025-09-03 14:39:50.022215,0.17811
Wednesday,2025-09-03 14:39:50.454038,0.17612
Wednesday,2025-09-03 14:39:50.674787,0.17612
Wednesday,2025-09-03 14:39:50.875709,0.17612
Wednesday,2025-09-03 14:39:51.132569,0.17612
Wednesday,2025-09-03 14:39:51.375147,0.17612
Wednesday,2025-09-03 14:39:51.609771,0.17811
Wednesday,2025-09-03 14:39:51.851666,0.17810
Wednesday,2025-09-03 14:39:52.076407,0.17811
Wednesday,2025-09-03 14:39:52.500125,0.17612
Wednesday,2025-09-03 14:39:52.707517,0.17612
Wednesday,2025-09-03 14:39:52.904248,0.17612
Wednesday,2025-09-03 14:39:53.103679,0.17612
Wednesday,2025-09-03 14:39:53.307403,0.17612
Wednesday,2025-09-03 14:39:53.730114,0.17810
Wednesday,2025-09-03 14:39:53.951839,0.17810
